SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_DAYS,DAILY_MEAN,NB_OF_INVOICES
1080KO,2020-01-02,2020-02-29,732,"104,46",58,12.620689655172415,35
1080KO,2020-01-03,2020-03-31,790,"112,14",88,8.977272727272727,35
1080KO,2020-01-04,2020-04-30,778,"110,55",117,6.64957264957265,35
1080KO,2020-01-05,2020-05-31,805,"114,13",147,5.476190476190476,35
1080KO,2020-01-06,2020-06-30,836,"118,24",176,4.75,35
1080KO,2020-01-07,2020-07-31,878,"123,80",206,4.262135922330097,35
1080KO,2020-01-08,2020-08-31,889,"125,26",236,3.766949152542373,35
1080KO,2020-01-09,2020-09-30,816,"115,59",265,3.079245283018868,35
1080KO,2020-01-10,2020-10-31,799,"113,34",295,2.7084745762711866,35
1080KO,2020-01-11,2020-11-30,939,"124,39",324,2.8981481481481484,35
1081KO,2018-01-01,2018-01-31,1879,"235,39",30,62.63333333333333,35
1081KO,2018-01-02,2018-02-28,1696,"213,34",57,29.75438596491228,35
1081KO,2018-01-03,2018-03-31,1884,"235,99",87,21.655172413793103,35
1081KO,2018-01-04,2018-04-30,1827,"229,12",116,15.75,35
1081KO,2018-01-05,2018-05-31,1916,"239,85",146,13.123287671232877,35
1081KO,2018-01-06,2018-06-30,1842,"230,93",175,10.525714285714285,35
1081KO,2018-01-07,2018-07-31,1902,"238,29",205,9.278048780487804,35
1081KO,2018-01-08,2018-08-31,1914,"239,74",235,8.14468085106383,35
1081KO,2018-01-09,2018-09-30,1814,"229,11",264,6.871212121212121,35
1081KO,2018-01-10,2018-10-31,1868,"235,66",294,6.35374149659864,35
1081KO,2018-01-11,2018-11-30,1800,"227,41",323,5.572755417956657,35
1081KO,2018-01-12,2018-12-31,1861,"234,82",353,5.2719546742209635,35
1081KO,2019-01-01,2019-01-31,1863,"258,04",30,62.1,35
1081KO,2019-01-02,2019-02-28,1680,"233,59",57,29.473684210526315,35
1081KO,2019-01-03,2019-03-31,1861,"257,78",87,21.39080459770115,35
1081KO,2019-01-04,2019-04-30,1805,"250,30",116,15.560344827586206,35
1081KO,2019-01-05,2019-05-31,1867,"258,58",146,12.787671232876713,35
1081KO,2019-01-06,2019-06-30,1847,"255,91",175,10.554285714285715,35
1081KO,2019-01-07,2019-07-31,1909,"264,19",205,9.31219512195122,35
1081KO,2019-01-08,2019-08-31,2424,"333,00",235,10.314893617021276,35
1081KO,2019-01-09,2019-09-30,2319,"318,97",264,8.784090909090908,35
1081KO,2019-01-10,2019-10-31,2371,"325,92",294,8.064625850340136,35
1081KO,2019-01-11,2019-11-30,2280,"313,76",323,7.0588235294117645,35
1081KO,2019-01-12,2019-12-31,2320,"319,11",353,6.572237960339943,35
1081KO,2020-01-01,2020-01-31,2331,"319,01",30,77.7,35
1081KO,2020-01-02,2020-02-29,2330,"318,87",58,40.172413793103445,35
1081KO,2020-01-03,2020-03-31,2436,"332,92",88,27.681818181818183,35
1081KO,2020-01-04,2020-04-30,2351,"321,66",117,20.094017094017094,35
1081KO,2020-01-05,2020-05-31,2428,"331,86",147,16.517006802721088,35
1081KO,2020-01-06,2020-06-30,2383,"325,90",176,13.539772727272727,35
1081KO,2020-01-07,2020-07-31,2495,"340,73",206,12.111650485436893,35
1081KO,2020-01-08,2020-08-31,2542,"346,96",236,10.771186440677965,35
1081KO,2020-01-09,2020-09-30,2430,"332,12",265,9.169811320754716,35
1081KO,2020-01-10,2020-10-31,2495,"340,73",295,8.457627118644067,35
1081KO,2020-01-11,2020-11-30,2418,"320,32",324,7.462962962962963,35
1082KO,2018-01-01,2018-01-31,2304,"286,00",30,76.8,35
1082KO,2018-01-02,2018-02-28,2082,"259,25",57,36.526315789473685,35
1082KO,2018-01-03,2018-03-31,2296,"285,03",87,26.39080459770115,35
1082KO,2018-01-04,2018-04-30,2243,"278,65",116,19.336206896551722,35
1082KO,2018-01-05,2018-05-31,2339,"290,21",146,16.02054794520548,35
1082KO,2018-01-06,2018-06-30,2283,"283,46",175,13.045714285714286,35
1082KO,2018-01-07,2018-07-31,2416,"299,66",205,11.785365853658536,35
1082KO,2018-01-08,2018-08-31,2432,"301,59",235,10.348936170212767,35
1082KO,2018-01-09,2018-09-30,2310,"288,70",264,8.75,35
1082KO,2018-01-10,2018-10-31,2360,"294,76",294,8.02721088435374,35
1082KO,2018-01-11,2018-11-30,2257,"282,27",323,6.987616099071207,35
1082KO,2018-01-12,2018-12-31,2320,"289,91",353,6.572237960339943,35
1082KO,2019-01-01,2019-01-31,2326,"319,30",30,77.53333333333333,35
1082KO,2019-01-02,2019-02-28,2100,"289,10",57,36.8421052631579,35
1082KO,2019-01-03,2019-03-31,2335,"320,50",87,26.839080459770116,35
1082KO,2019-01-04,2019-04-30,2278,"312,88",116,19.637931034482758,35
1082KO,2019-01-05,2019-05-31,2372,"325,44",146,16.246575342465754,35
1082KO,2019-01-06,2019-06-30,2378,"326,25",175,13.588571428571429,35
1082KO,2019-01-07,2019-07-31,2444,"335,07",205,11.921951219512195,35
1082KO,2019-01-08,2019-08-31,2460,"337,20",235,10.46808510638298,35
1082KO,2019-01-09,2019-09-30,2351,"322,64",264,8.905303030303031,35
1082KO,2019-01-10,2019-10-31,2422,"332,13",294,8.238095238095237,35
1082KO,2019-01-11,2019-11-30,2303,"316,23",323,7.130030959752322,35
1082KO,2019-01-12,2019-12-31,2381,"326,65",353,6.745042492917847,35
1082KO,2020-01-01,2020-01-31,2362,"322,43",30,78.73333333333333,35
1082KO,2020-01-02,2020-02-29,2209,"302,17",58,38.08620689655172,35
1082KO,2020-01-03,2020-03-31,2389,"326,01",88,27.147727272727273,35
1082KO,2020-01-04,2020-04-30,2484,"338,60",117,21.23076923076923,35
1082KO,2020-01-05,2020-05-31,2758,"374,89",147,18.761904761904763,35
1082KO,2020-01-06,2020-06-30,2862,"388,67",176,16.261363636363637,35
1082KO,2020-01-07,2020-07-31,3018,"409,34",206,14.650485436893204,35
1082KO,2020-01-08,2020-08-31,3065,"415,56",236,12.98728813559322,35
1082KO,2020-01-09,2020-09-30,2914,"395,56",265,10.99622641509434,35
1082KO,2020-01-10,2020-10-31,2966,"402,45",295,10.054237288135592,35
1082KO,2020-01-11,2020-11-30,2839,"376,09",324,8.762345679012345,35
1083KO,2018-01-01,2018-01-31,1614,"202,86",30,53.8,35
1083KO,2018-01-02,2018-02-28,1459,"184,19",57,25.596491228070175,35
1083KO,2018-01-03,2018-03-31,1615,"202,98",87,18.563218390804597,35
1083KO,2018-01-04,2018-04-30,1604,"201,66",116,13.827586206896552,35
1083KO,2018-01-05,2018-05-31,1674,"210,09",146,11.465753424657533,35
1083KO,2018-01-06,2018-06-30,1601,"201,29",175,9.148571428571428,35
1083KO,2018-01-07,2018-07-31,1676,"210,45",205,8.175609756097561,35
1083KO,2018-01-08,2018-08-31,1695,"212,74",235,7.212765957446808,35
1083KO,2018-01-09,2018-09-30,1593,"201,70",264,6.034090909090909,35
1083KO,2018-01-10,2018-10-31,1614,"204,24",294,5.489795918367347,35
1083KO,2018-01-11,2018-11-30,1547,"196,11",323,4.7894736842105265,35
1083KO,2018-01-12,2018-12-31,1610,"203,76",353,4.5609065155807365,35
1083KO,2019-01-01,2019-01-31,1624,"225,50",30,54.13333333333333,35
1083KO,2019-01-02,2019-02-28,1472,"205,19",57,25.82456140350877,35
1083KO,2019-01-03,2019-03-31,1653,"229,38",87,19.0,35
1083KO,2019-01-04,2019-04-30,1634,"226,84",116,14.086206896551724,35
1083KO,2019-01-05,2019-05-31,1702,"235,92",146,11.657534246575343,35
1083KO,2019-01-06,2019-06-30,1713,"237,39",175,9.788571428571428,35
1083KO,2019-01-07,2019-07-31,1752,"242,60",205,8.546341463414635,35
1083KO,2019-01-08,2019-08-31,1757,"243,27",235,7.476595744680851,35
1083KO,2019-01-09,2019-09-30,1808,"250,09",264,6.848484848484849,35
1083KO,2019-01-10,2019-10-31,2037,"280,68",294,6.928571428571429,35
1083KO,2019-01-11,2019-11-30,1965,"271,06",323,6.08359133126935,35
1083KO,2019-01-12,2019-12-31,2036,"280,55",353,5.767705382436261,35
1083KO,2020-01-01,2020-01-31,2039,"279,64",30,67.96666666666667,35
1083KO,2020-01-02,2020-02-29,1911,"262,69",58,32.94827586206897,35
1083KO,2020-01-03,2020-03-31,2046,"280,57",88,23.25,35
1083KO,2020-01-04,2020-04-30,1985,"272,49",117,16.965811965811966,35
1083KO,2020-01-05,2020-05-31,2057,"282,03",147,13.993197278911564,35
1083KO,2020-01-06,2020-06-30,2014,"276,33",176,11.443181818181818,35
1083KO,2020-01-07,2020-07-31,2083,"285,47",206,10.111650485436893,35
1083KO,2020-01-08,2020-08-31,2094,"286,93",236,8.872881355932204,35
1083KO,2020-01-09,2020-09-30,1997,"274,08",265,7.535849056603774,35
1083KO,2020-01-10,2020-10-31,2045,"280,44",295,6.932203389830509,35
1083KO,2020-01-11,2020-11-30,1969,"260,84",324,6.077160493827161,35
1084KO,2018-01-01,2018-01-31,2382,"292,99",30,79.4,35
1084KO,2018-01-02,2018-02-28,2151,"265,16",57,37.73684210526316,35
1084KO,2018-01-03,2018-03-31,2384,"293,23",87,27.402298850574713,35
1084KO,2018-01-04,2018-04-30,2294,"282,39",116,19.775862068965516,35
1084KO,2018-01-05,2018-05-31,2378,"292,51",146,16.28767123287671,35
1084KO,2018-01-06,2018-06-30,2311,"284,44",175,13.205714285714286,35
1084KO,2018-01-07,2018-07-31,2364,"290,99",205,11.53170731707317,35
1084KO,2018-01-08,2018-08-31,2385,"293,52",235,10.148936170212766,35
1084KO,2018-01-09,2018-09-30,2289,"283,75",264,8.670454545454545,35
1084KO,2018-01-10,2018-10-31,2342,"290,18",294,7.965986394557823,35
1084KO,2018-01-11,2018-11-30,2247,"278,65",323,6.956656346749226,35
1084KO,2018-01-12,2018-12-31,2550,"315,42",353,7.223796033994335,35
1084KO,2019-01-01,2019-01-31,2823,"383,28",30,94.1,35
1084KO,2019-01-02,2019-02-28,2551,"346,93",57,44.75438596491228,35
1084KO,2019-01-03,2019-03-31,2786,"378,33",87,32.02298850574713,35
1084KO,2019-01-04,2019-04-30,2659,"361,36",116,22.92241379310345,35
1084KO,2019-01-05,2019-05-31,2724,"370,05",146,18.65753424657534,35
1084KO,2019-01-06,2019-06-30,2495,"339,45",175,14.257142857142858,35
1084KO,2019-01-07,2019-07-31,2549,"346,66",205,12.434146341463414,35
1084KO,2019-01-08,2019-08-31,2560,"348,13",235,10.893617021276595,35
1084KO,2019-01-09,2019-09-30,2482,"337,71",264,9.401515151515152,35
1084KO,2019-01-10,2019-10-31,2559,"348,00",294,8.704081632653061,35
1084KO,2019-01-11,2019-11-30,2462,"335,04",323,7.622291021671827,35
1084KO,2019-01-12,2019-12-31,2534,"344,66",353,7.1784702549575075,35
1084KO,2020-01-01,2020-01-31,2559,"345,81",30,85.3,35
1084KO,2020-01-02,2020-02-29,2454,"331,90",58,42.310344827586206,35
1084KO,2020-01-03,2020-03-31,2701,"364,62",88,30.693181818181817,35
1084KO,2020-01-04,2020-04-30,2730,"368,46",117,23.333333333333332,35
1084KO,2020-01-05,2020-05-31,2834,"382,24",147,19.27891156462585,35
1084KO,2020-01-06,2020-06-30,2719,"367,01",176,15.448863636363637,35
1084KO,2020-01-07,2020-07-31,2854,"384,89",206,13.854368932038835,35
1084KO,2020-01-08,2020-08-31,2898,"390,72",236,12.279661016949152,35
1084KO,2020-01-09,2020-09-30,2786,"375,88",265,10.513207547169811,35
1084KO,2020-01-10,2020-10-31,2870,"387,01",295,9.728813559322035,35
1084KO,2020-01-11,2020-11-30,2770,"373,76",324,8.549382716049383,35
1085KO,2018-01-01,2018-03-31,5280,"714,91",89,59.325842696629216,11
1085KO,2018-01-04,2018-06-30,5915,"1 026,25",177,33.4180790960452,11
1085KO,2018-01-07,2018-09-30,5765,"1 048,08",266,21.672932330827066,11
1085KO,2018-01-10,2018-12-31,6835,"903,59",355,19.253521126760564,11
1085KO,2019-01-01,2019-03-31,6545,"964,08",89,73.53932584269663,11
1085KO,2019-01-04,2019-06-30,7160,"1 182,12",177,40.451977401129945,11
1085KO,2019-01-07,2019-09-30,7150,"1 209,78",266,26.8796992481203,11
1085KO,2019-01-10,2019-12-31,7470,"1 259,44",355,21.04225352112676,11
1085KO,2020-01-01,2020-03-31,6815,"1 071,32",90,75.72222222222223,11
1085KO,2020-01-04,2020-06-30,7937,"1 293,73",178,44.58988764044944,11
1085KO,2020-01-07,2020-09-30,8281,"1 420,19",267,31.01498127340824,11
1086KO,2018-01-01,2018-12-31,26775,"4 356,56",364,73.5576923076923,2
1086KO,2019-01-01,2019-12-31,31187,"5 152,09",364,85.67857142857143,2
1087KO,2018-01-01,2018-01-31,1527,"189,98",30,50.9,35
1087KO,2018-01-02,2018-02-28,1380,"172,27",57,24.210526315789473,35
1087KO,2018-01-03,2018-03-31,1531,"190,46",87,17.597701149425287,35
1087KO,2018-01-04,2018-04-30,1488,"185,28",116,12.827586206896552,35
1087KO,2018-01-05,2018-05-31,1550,"192,75",146,10.616438356164384,35
1087KO,2018-01-06,2018-06-30,1512,"188,17",175,8.64,35
1087KO,2018-01-07,2018-07-31,1566,"194,79",205,7.639024390243902,35
1087KO,2018-01-08,2018-08-31,1575,"195,87",235,6.702127659574468,35
1087KO,2018-01-09,2018-09-30,1496,"187,53",264,5.666666666666667,35
1087KO,2018-01-10,2018-10-31,1539,"192,74",294,5.23469387755102,35
1087KO,2018-01-11,2018-11-30,1492,"187,04",323,4.6191950464396285,35
1087KO,2018-01-12,2018-12-31,1538,"192,62",353,4.356940509915014,35
1087KO,2019-01-01,2019-01-31,1539,"211,71",30,51.3,35
1087KO,2019-01-02,2019-02-28,1391,"191,94",57,24.403508771929825,35
1087KO,2019-01-03,2019-03-31,1542,"212,11",87,17.724137931034484,35
1087KO,2019-01-04,2019-04-30,1497,"206,10",116,12.905172413793103,35
1087KO,2019-01-05,2019-05-31,1543,"212,25",146,10.568493150684931,35
1087KO,2019-01-06,2019-06-30,1540,"211,85",175,8.8,35
1087KO,2019-01-07,2019-07-31,1567,"215,45",205,7.64390243902439,35
1087KO,2019-01-08,2019-08-31,1848,"253,00",235,7.863829787234042,35
1087KO,2019-01-09,2019-09-30,2205,"300,70",264,8.352272727272727,35
1087KO,2019-01-10,2019-10-31,2363,"321,81",294,8.037414965986395,35
1087KO,2019-01-11,2019-11-30,2356,"320,88",323,7.294117647058823,35
1087KO,2019-01-12,2019-12-31,2424,"329,96",353,6.8668555240793205,35
1087KO,2020-01-01,2020-01-31,2425,"328,06",30,80.83333333333333,35
1087KO,2020-01-02,2020-02-29,2271,"307,66",58,39.1551724137931,35
1087KO,2020-01-03,2020-03-31,2461,"332,83",88,27.96590909090909,35
1087KO,2020-01-04,2020-04-30,2467,"333,62",117,21.085470085470085,35
1087KO,2020-01-05,2020-05-31,2545,"343,96",147,17.312925170068027,35
1087KO,2020-01-06,2020-06-30,2500,"338,00",176,14.204545454545455,35
1087KO,2020-01-07,2020-07-31,2606,"352,04",206,12.650485436893204,35
1087KO,2020-01-08,2020-08-31,2649,"357,73",236,11.224576271186441,35
1087KO,2020-01-09,2020-09-30,2538,"343,03",265,9.577358490566038,35
1087KO,2020-01-10,2020-10-31,2614,"353,10",295,8.861016949152543,35
1087KO,2020-01-11,2020-11-30,2518,"333,57",324,7.771604938271605,35
1088KO,2018-01-01,2018-01-31,765,"102,06",30,25.5,35
1088KO,2018-01-02,2018-02-28,685,"94,45",57,12.017543859649123,35
1088KO,2018-01-03,2018-03-31,761,"101,66",87,8.74712643678161,35
1088KO,2018-01-04,2018-04-30,783,"103,74",116,6.75,35
1088KO,2018-01-05,2018-05-31,840,"109,17",146,5.7534246575342465,35
1088KO,2018-01-06,2018-06-30,823,"107,49",175,4.702857142857143,35
1088KO,2018-01-07,2018-07-31,870,"112,10",205,4.2439024390243905,35
1088KO,2018-01-08,2018-08-31,878,"112,79",235,3.7361702127659573,35
1088KO,2018-01-09,2018-09-30,802,"106,20",264,3.037878787878788,35
1088KO,2018-01-10,2018-10-31,788,"104,91",294,2.6802721088435373,35
1088KO,2018-01-11,2018-11-30,729,"99,23",323,2.2569659442724457,35
1088KO,2018-01-12,2018-12-31,727,"99,03",353,2.0594900849858355,35
1088KO,2019-01-01,2019-01-31,723,"108,08",30,24.1,35
1088KO,2019-01-02,2019-02-28,665,"101,78",57,11.666666666666666,35
1088KO,2019-01-03,2019-03-31,759,"112,01",87,8.724137931034482,35
1088KO,2019-01-04,2019-04-30,755,"111,56",116,6.508620689655173,35
1088KO,2019-01-05,2019-05-31,795,"115,84",146,5.445205479452055,35
1088KO,2019-01-06,2019-06-30,855,"122,36",175,4.885714285714286,35
1088KO,2019-01-07,2019-07-31,859,"122,81",205,4.190243902439025,35
1088KO,2019-01-08,2019-08-31,874,"124,38",235,3.7191489361702126,35
1088KO,2019-01-09,2019-09-30,789,"115,27",264,2.9886363636363638,35
1088KO,2019-01-10,2019-10-31,786,"114,94",294,2.673469387755102,35
1088KO,2019-01-11,2019-11-30,734,"109,32",323,2.2724458204334366,35
1088KO,2019-01-12,2019-12-31,732,"109,09",353,2.0736543909348444,35
1088KO,2020-01-01,2020-01-31,723,"106,71",30,24.1,35
1088KO,2020-01-02,2020-02-29,728,"107,25",58,12.551724137931034,35
1088KO,2020-01-03,2020-03-31,800,"114,73",88,9.090909090909092,35
1088KO,2020-01-04,2020-04-30,809,"115,70",117,6.914529914529915,35
1088KO,2020-01-05,2020-05-31,846,"119,49",147,5.755102040816326,35
1088KO,2020-01-06,2020-06-30,1346,"171,58",176,7.6477272727272725,35
1088KO,2020-01-07,2020-07-31,2099,"249,98",206,10.189320388349515,35
1088KO,2020-01-08,2020-08-31,2546,"296,54",236,10.788135593220339,35
1088KO,2020-01-09,2020-09-30,2434,"284,85",265,9.184905660377359,35
1088KO,2020-01-10,2020-10-31,2497,"291,46",295,8.464406779661017,35
1088KO,2020-01-11,2020-11-30,2416,"251,56",324,7.45679012345679,35
1089KO,2018-01-01,2018-01-31,2080,"258,41",30,69.33333333333333,35
1089KO,2018-01-02,2018-02-28,1879,"234,19",57,32.96491228070175,35
1089KO,2018-01-03,2018-03-31,2085,"259,01",87,23.96551724137931,35
1089KO,2018-01-04,2018-04-30,2029,"252,26",116,17.49137931034483,35
1089KO,2018-01-05,2018-05-31,2105,"261,42",146,14.417808219178083,35
1089KO,2018-01-06,2018-06-30,2050,"254,79",175,11.714285714285714,35
1089KO,2018-01-07,2018-07-31,2129,"264,46",205,10.385365853658536,35
1089KO,2018-01-08,2018-08-31,2120,"263,37",235,9.02127659574468,35
1089KO,2018-01-09,2018-09-30,2016,"252,42",264,7.636363636363637,35
1089KO,2018-01-10,2018-10-31,2057,"257,40",294,6.996598639455782,35
1089KO,2018-01-11,2018-11-30,1989,"249,15",323,6.157894736842105,35
1089KO,2018-01-12,2018-12-31,2060,"257,76",353,5.835694050991502,35
1089KO,2019-01-01,2019-01-31,2063,"283,55",30,68.76666666666667,35
1089KO,2019-01-02,2019-02-28,1871,"257,89",57,32.824561403508774,35
1089KO,2019-01-03,2019-03-31,2069,"284,35",87,23.7816091954023,35
1089KO,2019-01-04,2019-04-30,2003,"275,53",116,17.267241379310345,35
1089KO,2019-01-05,2019-05-31,2069,"284,35",146,14.17123287671233,35
1089KO,2019-01-06,2019-06-30,2030,"279,14",175,11.6,35
1089KO,2019-01-07,2019-07-31,2086,"286,62",205,10.175609756097561,35
1089KO,2019-01-08,2019-08-31,2234,"306,40",235,9.506382978723405,35
1089KO,2019-01-09,2019-09-30,2418,"330,98",264,9.159090909090908,35
1089KO,2019-01-10,2019-10-31,2469,"337,80",294,8.39795918367347,35
1089KO,2019-01-11,2019-11-30,2362,"323,50",323,7.312693498452012,35
1089KO,2019-01-12,2019-12-31,2418,"330,98",353,6.84985835694051,35
1089KO,2020-01-01,2020-01-31,2420,"329,44",30,80.66666666666667,35
1089KO,2020-01-02,2020-02-29,2267,"309,17",58,39.08620689655172,35
1089KO,2020-01-03,2020-03-31,2413,"328,51",88,27.420454545454547,35
1089KO,2020-01-04,2020-04-30,2327,"317,12",117,19.88888888888889,35
1089KO,2020-01-05,2020-05-31,2406,"327,58",147,16.367346938775512,35
1089KO,2020-01-06,2020-06-30,2344,"319,37",176,13.318181818181818,35
1089KO,2020-01-07,2020-07-31,2414,"328,64",206,11.718446601941748,35
1089KO,2020-01-08,2020-08-31,2389,"325,33",236,10.122881355932204,35
1089KO,2020-01-09,2020-09-30,2309,"314,73",265,8.71320754716981,35
1089KO,2020-01-10,2020-10-31,2424,"329,97",295,8.216949152542373,35
1089KO,2020-01-11,2020-11-30,2350,"311,31",324,7.253086419753086,35
1961BR,2018-01-01,2018-10-15,18475,"2 179,05",287,64.37282229965157,4
1961BR,2018-10-16,2018-12-31,5449,"639,15",76,71.69736842105263,4
1961BR,2019-01-01,2019-12-31,31126,"3 506,54",364,85.51098901098901,4
1961BR,2020-01-01,2020-03-11,23694,"3 165,07",70,338.48571428571427,4
1955BR,2018-01-01,2018-05-17,5220,"664,39",136,38.38235294117647,3
1955BR,2018-05-18,2018-12-31,10926,"1 341,18",227,48.13215859030837,3
1955BR,2019-01-01,2019-12-31,14753,"1 828,78",364,40.53021978021978,3
1099BB,2018-01-01,2018-12-31,13054,"1 902,31",364,35.862637362637365,2
1099BB,2019-01-01,2019-12-31,13907,"1 977,19",364,38.206043956043956,2
1090KO,2018-01-01,2018-01-31,1123,"136,04",30,37.43333333333333,35
1090KO,2018-01-02,2018-02-28,1015,"125,76",57,17.80701754385965,35
1090KO,2018-01-03,2018-03-31,1123,"136,04",87,12.908045977011493,35
1090KO,2018-01-04,2018-04-30,1103,"134,16",116,9.508620689655173,35
1090KO,2018-01-05,2018-05-31,1149,"138,51",146,7.86986301369863,35
1090KO,2018-01-06,2018-06-30,1114,"135,15",175,6.365714285714286,35
1090KO,2018-01-07,2018-07-31,1173,"140,86",205,5.721951219512195,35
1090KO,2018-01-08,2018-08-31,1163,"139,87",235,4.948936170212766,35
1090KO,2018-01-09,2018-09-30,1101,"134,91",264,4.170454545454546,35
1090KO,2018-01-10,2018-10-31,1125,"137,20",294,3.826530612244898,35
1090KO,2018-01-11,2018-11-30,1086,"133,41",323,3.362229102167183,35
1090KO,2018-01-12,2018-12-31,1121,"136,80",353,3.1756373937677056,35
1090KO,2019-01-01,2019-01-31,1118,"150,80",30,37.266666666666666,35
1090KO,2019-01-02,2019-02-28,1012,"139,33",57,17.75438596491228,35
1090KO,2019-01-03,2019-03-31,1122,"151,25",87,12.89655172413793,35
1090KO,2019-01-04,2019-04-30,1088,"147,54",116,9.379310344827585,35
1090KO,2019-01-05,2019-05-31,1121,"151,14",146,7.678082191780822,35
1090KO,2019-01-06,2019-06-30,1124,"151,47",175,6.422857142857143,35
1090KO,2019-01-07,2019-07-31,1143,"153,50",205,5.575609756097561,35
1090KO,2019-01-08,2019-08-31,1158,"155,07",235,4.927659574468085,35
1090KO,2019-01-09,2019-09-30,1091,"147,88",264,4.132575757575758,35
1090KO,2019-01-10,2019-10-31,1128,"151,92",294,3.836734693877551,35
1090KO,2019-01-11,2019-11-30,1086,"147,31",323,3.362229102167183,35
1090KO,2019-01-12,2019-12-31,1121,"151,14",353,3.1756373937677056,35
1090KO,2020-01-01,2020-01-31,1121,"148,19",30,37.36666666666667,35
1090KO,2020-01-02,2020-02-29,1048,"140,61",58,18.06896551724138,35
1090KO,2020-01-03,2020-03-31,1127,"148,84",88,12.806818181818182,35
1090KO,2020-01-04,2020-04-30,1109,"146,89",117,9.478632478632479,35
1090KO,2020-01-05,2020-05-31,1128,"148,95",147,7.673469387755102,35
1090KO,2020-01-06,2020-06-30,1106,"146,56",176,6.284090909090909,35
1090KO,2020-01-07,2020-07-31,1149,"151,11",206,5.577669902912621,35
1090KO,2020-01-08,2020-08-31,1162,"152,41",236,4.923728813559322,35
1090KO,2020-01-09,2020-09-30,1110,"147,00",265,4.188679245283019,35
1090KO,2020-01-10,2020-10-31,1159,"152,09",295,3.928813559322034,35
1090KO,2020-01-11,2020-11-30,1298,"135,15",324,4.006172839506172,35
1100BB,2018-11-28,2019-12-31,37776,"4 842,32",398,94.91457286432161,1
1315BR,2018-01-01,2018-10-17,10216,"1 318,72",289,35.34948096885813,4
1315BR,2018-10-18,2018-12-31,5074,"598,05",74,68.56756756756756,4
1315BR,2019-01-01,2019-07-15,12899,"1 493,05",195,66.14871794871794,4
1315BR,2019-07-16,2019-12-31,11033,"1 276,28",168,65.67261904761905,4
0497KO,2018-01-01,2018-12-31,12663,"1 543,62",364,34.78846153846154,2
0497KO,2019-01-01,2019-12-31,12606,"1 499,23",364,34.63186813186813,2
1953BR,2018-01-01,2018-12-31,23437,"2 662,44",364,64.38736263736264,2
1953BR,2019-01-01,2019-12-31,24356,"2 972,41",364,66.91208791208791,2
0619KO,2018-01-01,2018-01-31,835,"138,94",30,27.833333333333332,35
0619KO,2018-01-02,2018-02-28,1310,"204,36",57,22.982456140350877,35
0619KO,2018-01-03,2018-03-31,1293,"202,10",87,14.862068965517242,35
0619KO,2018-01-04,2018-04-30,1419,"219,38",116,12.232758620689655,35
0619KO,2018-01-05,2018-05-31,1257,"197,10",146,8.60958904109589,35
0619KO,2018-01-06,2018-06-30,872,"144,05",175,4.982857142857143,35
0619KO,2018-01-07,2018-07-31,1032,"166,15",205,5.034146341463415,35
0619KO,2018-01-08,2018-08-31,1134,"180,19",235,4.825531914893617,35
0619KO,2018-01-09,2018-09-30,902,"149,01",264,3.4166666666666665,35
0619KO,2018-01-10,2018-10-31,939,"154,09",294,3.193877551020408,35
0619KO,2018-01-11,2018-11-30,932,"153,13",323,2.8854489164086687,35
0619KO,2018-01-12,2018-12-31,1013,"164,41",353,2.869688385269122,35
0619KO,2019-01-01,2019-01-31,1064,"186,41",30,35.46666666666667,35
0619KO,2019-01-02,2019-02-28,1087,"189,90",57,19.07017543859649,35
0619KO,2019-01-03,2019-03-31,1032,"181,53",87,11.862068965517242,35
0619KO,2019-01-04,2019-04-30,1148,"199,18",116,9.89655172413793,35
0619KO,2019-01-05,2019-05-31,1053,"184,70",146,7.212328767123288,35
0619KO,2019-01-06,2019-06-30,1144,"198,60",175,6.537142857142857,35
0619KO,2019-01-07,2019-07-31,1106,"192,78",205,5.3951219512195125,35
0619KO,2019-01-08,2019-08-31,1189,"205,46",235,5.059574468085106,35
0619KO,2019-01-09,2019-09-30,960,"170,59",264,3.6363636363636362,35
0619KO,2019-01-10,2019-10-31,973,"172,51",294,3.3095238095238093,35
0619KO,2019-01-11,2019-11-30,1108,"193,12",323,3.430340557275542,35
0619KO,2019-01-12,2019-12-31,1420,"240,69",353,4.022662889518414,35
0619KO,2020-01-01,2020-01-31,1254,"217,19",30,41.8,35
0619KO,2020-01-02,2020-02-29,1759,"293,58",58,30.32758620689655,35
0619KO,2020-01-03,2020-03-31,1780,"296,73",88,20.227272727272727,35
0619KO,2020-01-04,2020-04-30,1638,"275,35",117,14.0,35
0619KO,2020-01-05,2020-05-31,1199,"208,87",147,8.156462585034014,35
0619KO,2020-01-06,2020-06-30,1519,"257,32",176,8.630681818181818,35
0619KO,2020-01-07,2020-07-31,1566,"264,34",206,7.601941747572815,35
0619KO,2020-01-08,2020-08-31,1725,"288,42",236,7.309322033898305,35
0619KO,2020-01-09,2020-09-30,1881,"312,06",265,7.09811320754717,35
0619KO,2020-01-10,2020-10-31,1410,"240,83",295,4.779661016949152,35
0619KO,2020-01-11,2020-11-30,1829,"304,16",324,5.645061728395062,35
1091KO,2018-01-01,2018-01-31,1345,"174,70",30,44.833333333333336,35
1091KO,2018-01-02,2018-02-28,1222,"163,04",57,21.43859649122807,35
